handle,value_created_usd,distribution
herujuanda,3.12,initial
ncasares,3.12,initial
sumumfachunk,3.12,initial
beebanq,3.11,initial
pitchforkpaddler,3.11,initial
saywhatdev,3.11,initial
cd1m0,3.09,initial
forthune,3.09,initial
gtonizuka,3.09,initial
sharonbyrne,3.09,initial
vdrg,3.09,initial
chainsafesystems,3.08,initial
enieber,3.08,initial
socialcode-rob1,3.08,initial
dvdmrs09,3.07,initial
hulyak,3.07,initial
albert2309,3.06,initial
justicestorm,3.06,initial
alekseychusov,3.05,initial
emanuelrs,3.05,initial
musthofa18,3.05,initial
ntotao,3.05,initial
stevygee,3.05,initial
astha-chem,3.04,initial
gabeibarra,3.04,initial
tulasiraolanke,3.04,initial
amarpathak,3.03,initial
arthurostapenko,3.03,initial
jandersson86,3.03,initial
sslopek,3.03,initial
davingsdev,3.02,initial
dillydawes,3.02,initial
lsenta,3.01,initial
mattlockyer,3.01,initial
zt33438,3.01,initial
belguita,3.00,initial
bravotest,3.00,initial
bronzebook,3.00,initial
buicnosao,3.00,initial
dtyk,3.00,initial
gentlemandonadams,3.00,initial
giltotherescue,3.00,initial
jollygrin,3.00,initial
kalinstoilov,3.00,initial
kingslamma,3.00,initial
mattrobertlynch,3.00,initial
portlandhippiemom,3.00,initial
shrutiappiah,3.00,initial
t-ess,3.00,initial
zonpower,3.00,initial
mazinb,2.99,initial
ntutchton,2.99,initial
prashanth290189,2.99,initial
struex,2.99,initial
wolfofdefi,2.99,initial
000777000,2.98,initial
amiron0928,2.98,initial
atsdec,2.98,initial
ysfn,2.98,initial
generalpiston,2.97,initial
bejega,2.96,initial
bransbury,2.96,initial
dukim0602,2.96,initial
gamwe6,2.96,initial
lichf,2.96,initial
revenant26,2.96,initial
arnob25103,2.95,initial
igorbarbashin,2.95,initial
k4m4,2.95,initial
perminder-klair,2.95,initial
polycole,2.95,initial
shuvro161514,2.95,initial
krystianzun,2.94,initial
diegopucci,2.93,initial
blockchainlooks,2.92,initial
matthewgroff,2.92,initial
nirup-bit,2.92,initial
pachilli7,2.91,initial
warvam,2.91,initial
adsactly,2.90,initial
davidjohnstonceo,2.90,initial
eloyekunle,2.90,initial
fast1fred,2.90,initial
joshreddell,2.90,initial
kamalsgit,2.90,initial
mcgrodsky,2.90,initial
oxidizer,2.90,initial
aknisteven,2.89,initial
dubignyp,2.89,initial
ellybraimah1,2.89,initial
inamoucha,2.89,initial
kurniawan05,2.89,initial
lomo40,2.89,initial
wgrapperhaus,2.89,initial
jewwsuy,2.88,initial
kingvendrick98,2.88,initial
quangdo3112,2.88,initial
renowator,2.88,initial
serdav82,2.88,initial
spaldingvance,2.88,initial
thinkverse,2.88,initial
etips82,2.87,initial
saim1286,2.87,initial
a-zak,2.86,initial
buttaa,2.86,initial
flamingyawn,2.86,initial
johnmonarch,2.86,initial
sorel57,2.86,initial
0x1d00ffff,2.85,initial
acaignar,2.85,initial
alex-amarandei,2.85,initial
amir591,2.85,initial
aretiak,2.85,initial
bclefevre,2.85,initial
bgits,2.85,initial
bibzmibz,2.85,initial
charlie-r260,2.85,initial
cowboychicken,2.85,initial
danielzakrisson,2.85,initial
duryati8,2.85,initial
estanislaogoya,2.85,initial
georgetilley,2.85,initial
grabmo,2.85,initial
hatemgkotb,2.85,initial
hihiben,2.85,initial
ilayz,2.85,initial
ivanb4h,2.85,initial
jamespfarrell,2.85,initial
jarek-drapala,2.85,initial
joelarcadia,2.85,initial
johnmcjo,2.85,initial
jzjallday,2.85,initial
kozmian,2.85,initial
lgdoucet,2.85,initial
mrahman28,2.85,initial
naushil,2.85,initial
nnkken,2.85,initial
nolan-vanmoortel,2.85,initial
rawrmaan,2.85,initial
ruain-eth,2.85,initial
sanjmeh,2.85,initial
sebastiange,2.85,initial
skyline-ch,2.85,initial
smadartsuzy,2.85,initial
sridevi-17,2.85,initial
stinkbrain,2.85,initial
thez00,2.85,initial
v57,2.85,initial
vix72,2.85,initial
vladkuz100,2.85,initial
wzor,2.85,initial
cheeba4thc,2.84,initial
fdevaulx,2.84,initial
fj-riveros,2.84,initial
intothe1337ness,2.84,initial
okwao,2.84,initial
sirdemian80,2.84,initial
snamoah,2.84,initial
bormon007,2.83,initial
jmrocco,2.83,initial
myersex,2.83,initial
phinaga,2.83,initial
sidnarg,2.83,initial
cryptobangla247,2.82,initial
montoya-777,2.82,initial
safieddine90,2.82,initial
etzm,2.81,initial
mcosta20,2.81,initial
vandersk,2.81,initial
jamesdqp,2.80,initial
zaphodok,2.80,initial
adventuroussrv,2.79,initial
alejandrogomezfrieiro,2.78,initial
bantaw,2.78,initial
bishal601,2.78,initial
curtismac,2.78,initial
daviankz,2.78,initial
devendrastha360,2.78,initial
dipesh673,2.78,initial
hendobox,2.78,initial
jgrdn33y,2.78,initial
mittu601,2.78,initial
2b1q,2.77,initial
aaroncmills,2.77,initial
aktary,2.77,initial
cryptocoder1,2.77,initial
danielmcsheehy,2.77,initial
dramagods,2.77,initial
emag3m,2.77,initial
emiller88,2.77,initial
lovincyrus,2.77,initial
mrice,2.77,initial
pranav-singhal,2.77,initial
prateeksawhney97,2.77,initial
remo-somesh,2.77,initial
sharad-s,2.77,initial
shaunhoyes,2.77,initial
sinasabet81,2.77,initial
stenflo,2.77,initial
unparalleled-js,2.77,initial
thecoinmaniac,2.76,initial
thibaultmthh,2.76,initial
h1b9b,2.75,initial
jessding,2.75,initial
rolandgvc,2.75,initial
abhay53,2.74,initial
amit-beep,2.74,initial
balik47,2.74,initial
bernardoescumalha,2.74,initial
bishwasbaral1,2.74,initial
bishwasbaral892,2.74,initial
dilmah21,2.74,initial
hemantapokharel,2.74,initial
ic0dews,2.74,initial
kgjason,2.74,initial
komalbagai,2.74,initial
lucifermaniraj,2.74,initial
lucifer-tech,2.74,initial
mecsbecs,2.74,initial
nirup-hero,2.74,initial
padam-ghimire,2.74,initial
rakesh717,2.74,initial
s4sharnab,2.74,initial
sanam205,2.74,initial
spdz,2.74,initial
aliayoubdev,2.73,initial
asher773,2.73,initial
chemaster9,2.73,initial
enesbal,2.73,initial
jctorres00,2.73,initial
r3lik,2.73,initial
cardix10,2.72,initial
antoineboul,2.71,initial
anukul999,2.71,initial
arun2596,2.71,initial
brennencoin,2.71,initial
elolloto,2.71,initial
georgerobescu,2.71,initial
hackerino97,2.71,initial
joshuarwynn,2.71,initial
kiute84,2.71,initial
kritagya50,2.71,initial
naraynp0udel,2.71,initial
nipeshthor,2.71,initial
pranay7196,2.71,initial
sumit90023,2.71,initial
suvam9,2.71,initial
araskachoi,2.70,initial
chronaeon,2.70,initial
karna123456789,2.70,initial
rocketrene,2.70,initial
flostik,2.69,initial
kenwillard,2.69,initial
1564995,2.68,initial
cryptotokener,2.68,initial
olutaiwo2003,2.67,initial
chawki1011,2.65,initial
doggykrycha,2.65,initial
darmavmfx,2.64,initial
dynamike23be,2.64,initial
lilinr46,2.64,initial
westchestermbcrypto,2.64,initial
ewoma,2.63,initial
morvinbear,2.63,initial
camronlevanger,2.62,initial
samarth30,2.62,initial
jbwdevos,2.61,initial
pchaves07,2.61,initial
borayon,2.59,initial
gr4vi7y,2.59,initial
nattafnatt,2.59,initial
obxium,2.59,initial
pdmackay,2.59,initial
siromivel,2.59,initial
wbobeirne,2.59,initial
yeboahmedia,2.59,initial
adamar683,2.58,initial
davepander,2.58,initial
evankeast,2.58,initial
irvin,2.58,initial
json-lee13,2.58,initial
krilanz,2.58,initial
mmxmb,2.58,initial
mpcahn,2.58,initial
roqumysocks,2.58,initial
swells808,2.58,initial
thealexpatin,2.58,initial
tomssem,2.58,initial
yshuman1,2.58,initial
ztbc68,2.58,initial
aska55,2.57,initial
carbonite-finance,2.57,initial
nicholevogel69,2.57,initial
khouloud9,2.56,initial
pgem720,2.56,initial
akaron,2.55,initial
benskoo77,2.55,initial
mzpolini,2.55,initial
qodratjr,2.55,initial
theynine,2.55,initial
zhenpanda,2.55,initial
atlasquan,2.54,initial
beyondlogical,2.54,initial
ebarakos,2.54,initial
rajeshsubhankar,2.54,initial
yuibnb,2.54,initial
zpramania,2.54,initial
digitalentrep,2.53,initial
emretr10,2.53,initial
famiiz,2.53,initial
imranans321,2.53,initial
jepidoptera,2.53,initial
julianbrooks,2.53,initial
ribeiro458,2.53,initial
shane1q,2.53,initial
1985magic,2.52,initial
pascaldierich,2.52,initial
pbackx,2.52,initial
rahulsris,2.52,initial
ryanedwards,2.52,initial
smartonliner,2.52,initial
yongding,2.51,initial
anindyabaidya,2.50,initial
eldire,2.50,initial
jumphook,2.50,initial
nicodfs,2.48,initial
71christoph71,2.47,initial
carver,2.47,initial
whauw,2.47,initial
framagitisfree,2.46,initial
aiham02,2.45,initial
sammihansen,2.45,initial
18dew,2.44,initial
ayobami2147,2.44,initial
jankaifer,2.44,initial
nhinestreams,2.44,initial
nibb13,2.43,initial
olivermensahdev,2.43,initial
ouo99,2.43,initial
pvbear,2.43,initial
shirleysine211,2.43,initial
theekhaichun,2.43,initial
v-nico,2.43,initial
ankityadav2711,2.42,initial
mcstutter,2.42,initial
v1xingyue,2.42,initial
yermoo,2.42,initial
jfs170,2.41,initial
robertsolomon,2.41,initial
ts1979,2.41,initial
arjkjain2810,2.40,initial
lokji,2.40,initial
swing1c,2.40,initial
zaibun,2.40,initial
pankaj511,2.39,initial
elpriist,2.38,initial
greenwojak,2.38,initial
latagoudel9,2.38,initial
daryl007,2.37,initial
milanhpatel,2.37,initial
kandouss,2.36,initial
gusgorman402,2.35,initial
mladenlm,2.34,initial
niknudge,2.34,initial
alysiahuggins,2.33,initial
merkle-groot,2.33,initial
prahitha,2.33,initial
ravigupta2912,2.33,initial
thewizardwes,2.33,initial
affinity-harmonics,2.32,initial
mouyoumoos,2.32,initial
dna9090,2.31,initial
eliseodb,2.31,initial
pwenfeng,2.31,initial
tommydot,2.31,initial
trotus,2.31,initial
ardhy999,2.30,initial
hutchco,2.30,initial
kwgch,2.30,initial
moustafa186,2.30,initial
pza83,2.30,initial
sfddsfsdf,2.30,initial
vika2433,2.30,initial
tam2021,2.29,initial
ahsannawaz11,2.28,initial
blockide,2.28,initial
christopher-i,2.28,initial
crypto-maven,2.28,initial
emmanuelmann,2.28,initial
ericxtang,2.28,initial
felcony,2.28,initial
fweasy,2.28,initial
jeroenleenarts,2.28,initial
kenman79,2.28,initial
kvbik,2.28,initial
marcisb8,2.28,initial
operationnine,2.28,initial
paa-yaw,2.28,initial
sfrdev,2.28,initial
sharthan,2.28,initial
thesumukh,2.28,initial
basalt09,2.27,initial
gasparherrera,2.27,initial
kabirkwatra,2.27,initial
bobeu,2.26,initial
cagncrm,2.26,initial
madatpython,2.26,initial
pistolas714,2.26,initial
antanguy2,2.25,initial
eswar2843,2.25,initial
fizzymidas,2.25,initial
apo-mak,2.24,initial
janemildenmark,2.24,initial
kryputo,2.24,initial
meetaco,2.24,initial
paaqwazi,2.24,initial
rafellus,2.24,initial
tahmi123,2.24,initial
deanramadan,2.23,initial
mawadda-poly,2.23,initial
oozyx,2.23,initial
quamar28595,2.23,initial
mazelos,2.22,initial
prd0xx8,2.22,initial
warsino,2.22,initial
billygoatart,2.21,initial
ledeir,2.21,initial
leckylao,2.20,initial
redline187,2.20,initial
rogargonbis,2.20,initial
iamalosernamedmichaelmiller,2.19,initial
pyxels,2.19,initial
sb-biss,2.19,initial
fati28h,2.18,initial
vcsaszi,2.18,initial
boratumer,2.17,initial
bitpetro,2.16,initial
darkwing,2.16,initial
dayawantpathare,2.16,initial
mahi0707,2.16,initial
opolis-eddie,2.16,initial
tsimmrosa,2.16,initial
youarentryan,2.16,initial
anonusergitcoin8-qz972rrqf3rafgo7xbrqgf10ld6feaic,2.15,initial
jeffjacobsen,2.15,initial
christafarai,2.14,initial
ewoudvenema,2.14,initial
huzefa-mustafa,2.14,initial
maneeshrao,2.14,initial
supanadit,2.14,initial
thetokenking,2.14,initial
cayblood,2.13,initial
decentraland,2.13,initial
mrtomd,2.13,initial
viktorkorolyuk,2.13,initial
anhzzhull,2.12,initial
diegosalazar,2.12,initial
silviatormo,2.12,initial
vizhuu,2.12,initial
airdropco11,2.11,initial
daniyal99,2.11,initial
mirza4151,2.11,initial
bighandsdev,2.10,initial
shitzu-mc,2.10,initial
ericmessana,2.09,initial
josemibnf,2.09,initial
zandermann,2.09,initial
tomswiftie,2.08,initial
bguimberteau,2.07,initial
happyman811,2.07,initial
vicdra1,2.07,initial
walletbuilder,2.07,initial
whiterabbit-hq,2.07,initial
bigbeard13,2.06,initial
bitshack-futurebit,2.06,initial
feliciaxml,2.06,initial
heavilyinvolved,2.06,initial
jerry-gan,2.06,initial
michealds,2.06,initial
nonseodion,2.06,initial
om1dk96,2.06,initial
phbrgnomo,2.06,initial
shiyingt,2.06,initial
heikofisch,2.05,initial
izqui,2.05,initial
jaytee213,2.05,initial
jonnybanana,2.05,initial
khalidhamdi7,2.05,initial
mitote1,2.05,initial
businesssocksgu,2.04,initial
cindyaulia07,2.04,initial
hitgub01,2.04,initial
unadalton2,2.04,initial
veritafun,2.04,initial
bubus32,2.03,initial
gggg0101,2.03,initial
sakulstra,2.02,initial
wawanmli,2.02,initial
baizid1,2.01,initial
mdullahtanvir,2.01,initial
1n5734d0fu,2.00,initial
9dai5,2.00,initial
adgitate1,2.00,initial
bwasty,2.00,initial
cryptomar1o,2.00,initial
daisycoder78,2.00,initial
eosblocktree,2.00,initial
hannahzhang315,2.00,initial
harshitsinghal20,2.00,initial
heyneel,2.00,initial
itsbenlee,2.00,initial
jlei523,2.00,initial
lihpac,2.00,initial
monolithos,2.00,initial
mraybman,2.00,initial
nooz,2.00,initial
santiagogregory,2.00,initial
snasps,2.00,initial
vinzalpha,2.00,initial
wendydv1989,2.00,initial
yogiramadhan,2.00,initial
wonderboy420,1.99,initial
cag,1.98,initial
daveroverts,1.98,initial
emikitas,1.98,initial
powersource,1.98,initial
rafael-abuawad,1.98,initial
severij,1.98,initial
claytonroche,1.97,initial
jennifertrin,1.97,initial
jfhbrook,1.97,initial
twitteried,1.97,initial
assaframan,1.96,initial
everitt89,1.96,initial
fabianosalgado,1.96,initial
ikrasner,1.96,initial
jarolbanosviera,1.96,initial
joshmorel,1.96,initial
justvic,1.96,initial
kolenic-martin,1.96,initial
swap-xz,1.96,initial
waiphyohan,1.96,initial
antoniocardenas,1.95,initial
fenilgandhi,1.95,initial
gtaromania2byremus,1.95,initial
jaydp17,1.95,initial
karsrhyder,1.95,initial
nelook,1.95,initial
nmiljkovic,1.95,initial
renatosousag,1.95,initial
shawniboy666,1.95,initial
thenryo,1.95,initial
greenlucid,1.94,initial
iusting20,1.94,initial
jdille,1.94,initial
lte13,1.94,initial
mantabracket,1.94,initial
morvin,1.94,initial
pcranaway,1.94,initial
barnabym,1.93,initial
chaoticpanda,1.93,initial
faten990,1.93,initial
michael-a-voss,1.93,initial
srcnyvz,1.93,initial
yanicroft,1.93,initial
babib21,1.91,initial
cryptocapone74,1.91,initial
farid313,1.91,initial
ijul13,1.91,initial
mahadimon,1.91,initial
tota999,1.91,initial
trader116,1.91,initial
aderidwan98,1.90,initial
adoghedavid,1.90,initial
andresousa,1.90,initial
andybuks,1.90,initial
antaeus1986,1.90,initial
anthonyharris-pg,1.90,initial
artofcrypto,1.90,initial
bakbukb,1.90,initial
beatsandhooks,1.90,initial
bhibib13,1.90,initial
blackfinance,1.90,initial
brandonlovejoy,1.90,initial
chasechappy,1.90,initial
chrisug,1.90,initial
ciphergarden,1.90,initial
cmagan,1.90,initial
cmarchena,1.90,initial
connorbeaumont,1.90,initial
coronavirusporn,1.90,initial
cryptoman04,1.90,initial
dancespiele,1.90,initial
dcook2609,1.90,initial
elicasama,1.90,initial
emawiz,1.90,initial
emiliomorles,1.90,initial
enricat,1.90,initial
franky-lab,1.90,initial
galetoo,1.90,initial
gregus79,1.90,initial
grossdomestichappiness,1.90,initial
guineitor,1.90,initial
guthlstarkware,1.90,initial
heart-6,1.90,initial
helmiyahya2,1.90,initial
ilhanu,1.90,initial
ironpaul,1.90,initial
it-unchained-fr,1.90,initial
ivan-d-yordanov,1.90,initial
javanc,1.90,initial
jmoarg,1.90,initial
johnnylcy,1.90,initial
juliosesar2,1.90,initial
kevinzhangto,1.90,initial
kg039,1.90,initial
kholostenko,1.90,initial
kikipluche,1.90,initial
kingflurkel,1.90,initial
kirkphillips1121,1.90,initial
korolevsv,1.90,initial
kurtcaldwel,1.90,initial
laurentlo,1.90,initial
ludafix,1.90,initial
makeitmove-jarvis,1.90,initial
matwaller,1.90,initial
medhaythemh,1.90,initial
meriemsl,1.90,initial
minkoffski,1.90,initial
misotomlam,1.90,initial
momowell,1.90,initial
nedodn,1.90,initial
otz623,1.90,initial
parjan31,1.90,initial
paterit,1.90,initial
pavonj,1.90,initial
princessnadege,1.90,initial
ristoalas,1.90,initial
rrtti,1.90,initial
ryry79261,1.90,initial
sarijah3,1.90,initial
sharathchandangoudar,1.90,initial
sirfrancisdrake,1.90,initial
slengas,1.90,initial
stamspf21,1.90,initial
strand77,1.90,initial
t0bid,1.90,initial
temp-sourav-bhar,1.90,initial
tio001,1.90,initial
traviagio,1.90,initial
tropicvalley,1.90,initial
tufcos,1.90,initial
uponn,1.90,initial
vgor86800,1.90,initial
vuvuzelka,1.90,initial
wmheng,1.90,initial
zbigniewbiegun,1.90,initial
zodahu,1.90,initial
ahmaneth,1.89,initial
hadijaan,1.89,initial
mahfuzur773,1.89,initial
mbeharry,1.89,initial
mehulvaraani,1.89,initial
minraj22,1.89,initial
yellowbirdy,1.89,initial
ardianto99,1.88,initial
balkibb,1.88,initial
brunoeleodoro,1.88,initial
jberg03,1.88,initial
ogreabroad,1.88,initial
robin4748,1.88,initial
advenia,1.87,initial
astragal3,1.87,initial
eguo,1.87,initial
jackjack641,1.87,initial
rustylife,1.87,initial
staszek2312,1.87,initial
9037568,1.86,initial
aprob215,1.86,initial
brandons-code,1.86,initial
cereum,1.86,initial
chtmorris,1.86,initial
ejwessel,1.86,initial
jagvirdehal,1.86,initial
jterrazz,1.86,initial
mathlord2,1.86,initial
tenthirtyone,1.86,initial
altugozturk,1.85,initial
corriger,1.85,initial
nurlik,1.85,initial
tyvdh,1.85,initial
gtmetric,1.84,initial
ayorokate,1.83,initial
bohemian997,1.83,initial
eligeschwind,1.83,initial
hotagithub,1.83,initial
lexprime,1.83,initial
mearaj,1.83,initial
patrickodacre,1.83,initial
puntje,1.83,initial
richance,1.83,initial
wealthuche,1.83,initial
akasiedu,1.82,initial
cryptobea,1.82,initial
dammy995,1.82,initial
vgasparini,1.82,initial
yonatanhf,1.82,initial
blink987654,1.81,initial
justinholbein,1.81,initial
mondbest,1.81,initial
abdullathedruid,1.80,initial
akilsainon,1.80,initial
anonusergitcoin59-b3hx32b4snu6nsqtahjvfetzogfamftw,1.80,initial
anonusergitcoin61-xhjbn9wpbzy8x5mcjfv9kmb0wtufoivt,1.80,initial
athy91,1.80,initial
dutraa,1.80,initial
hypnotortoise,1.80,initial
jeffreyiglesias,1.80,initial
lcao225,1.80,initial
mjobuda,1.80,initial
n1c3,1.80,initial
preciousprincess,1.80,initial
psiloblack,1.80,initial
sabyasachi0485,1.80,initial
steampunkz,1.80,initial
ayush2350,1.79,initial
bubunyo,1.79,initial
nicovalencia,1.79,initial
prashantbvp,1.79,initial
chhara,1.77,initial
duartelucas,1.77,initial
tomega9,1.77,initial
ankurgarg92,1.76,initial
arti4u,1.76,initial
crypto-sauce,1.76,initial
eduardofiguera,1.76,initial
ericpogrelis,1.76,initial
pankajrathor,1.76,initial
anasomers,1.75,initial
duygutgl,1.75,initial
frank-dspeed,1.75,initial
kaisergunzz,1.75,initial
kwamesarpong,1.75,initial
gubbu,1.74,initial
i-pea,1.74,initial
justintanner,1.73,initial
w1zz44,1.73,initial
dasalter,1.72,initial
krumil,1.72,initial
lukethacoder,1.72,initial
matifalcone,1.72,initial
secris,1.72,initial
al-clouds,1.71,initial
chiro-hiro,1.71,initial
clarencel,1.71,initial
pksunkara,1.71,initial
platocrat,1.71,initial
rbezb,1.71,initial
axeleratummx,1.70,initial
biancacreates,1.70,initial
indijanc,1.70,initial
lh40,1.70,initial
minto258,1.70,initial
muffinsthacat,1.70,initial
nerd2ninja,1.70,initial
patchworquill,1.70,initial
piokuc,1.70,initial
swimmingsideways,1.70,initial
as1ndu,1.69,initial
voltbit,1.69,initial
adamangle,1.68,initial
anonusergitcoin14-ftk6bevqwwah8xan6fuia7rww4yz8bvb,1.68,initial
dasemu,1.68,initial
rodrigo403,1.68,initial
foerl,1.67,initial
mabims,1.67,initial
xiaodaoxin,1.67,initial
amitakkihal,1.66,initial
ajuzgierz,1.65,initial
fsheik,1.65,initial
ultraman95,1.65,initial
bossxyz,1.64,initial
folkaio,1.64,initial
pitersky,1.64,initial
babsameen,1.63,initial
cynthiaa99,1.63,initial
ezehy,1.63,initial
utkarsh1148,1.63,initial
chuck-1,1.62,initial
edjojob,1.61,initial
hippokkho,1.61,initial
jcmarkoe,1.61,initial
markm110,1.61,initial
ashtron,1.59,initial
etharek,1.59,initial
jthvai,1.59,initial
revanthreddyrev,1.59,initial
yekrats,1.59,initial
amritshenava98,1.58,initial
andreafino,1.58,initial
ansaruoorothil,1.58,initial
autalyst,1.58,initial
buribae,1.58,initial
carlank,1.58,initial
fvr07,1.58,initial
gvvynplaine,1.58,initial
idgm5,1.58,initial
ingridvasiliufeltesmdmba,1.58,initial
jcw-telemed,1.58,initial
kr-london,1.58,initial
matiasos,1.58,initial
miriamdong,1.58,initial
ntay25,1.58,initial
phibosgit,1.58,initial
powerbanker,1.58,initial
preetam007,1.58,initial
saurabh3012,1.58,initial
shaguftasayani,1.58,initial
steredenn-o,1.58,initial
theysconator,1.58,initial
wbt,1.58,initial
yanalanhe,1.58,initial
zorro909,1.58,initial
afrika741,1.56,initial
ivoe1218,1.56,initial
sawek800,1.55,initial
tillliende,1.55,initial
vaidyaharsh11,1.55,initial
chocolatebrown,1.54,initial
cyrelb,1.54,initial
mprofit-host,1.54,initial
seyiodus,1.54,initial
deva1999,1.53,initial
ksukhorukov,1.53,initial
listoverflow,1.53,initial
onlinecovid,1.53,initial
prof-mike,1.53,initial
rikinparekh,1.53,initial
soumyapp,1.53,initial
drzedd42,1.52,initial
octipus,1.52,initial
hawkman59,1.51,initial
morganrmarie,1.51,initial
wesee,1.51,initial
stefanbemelmans,1.50,initial
wblech,1.49,initial
amarmaduke,1.48,initial
collindyer,1.48,initial
romapsih,1.48,initial
anonusergitcoin34-dnlastreffeggumhasygxd8jg5vuuw11,1.47,initial
daspuja321,1.46,initial
dmcclung,1.46,initial
epsil0nzero,1.46,initial
paullecam,1.46,initial
tholder,1.46,initial
buleee,1.45,initial
hargel,1.45,initial
howleysv,1.45,initial
masikin17,1.45,initial
nixmaofficial,1.45,initial
timhreha,1.45,initial
vickya1,1.45,initial
andrewten2,1.44,initial
ccolorado,1.44,initial
emmyxpress2020,1.44,initial
fitomenci,1.44,initial
grind-star,1.44,initial
namesj,1.44,initial
aalfraarauscher,1.43,initial
agsuy,1.43,initial
andreslarezbas,1.43,initial
blakehendo,1.43,initial
ejhanrienaout,1.43,initial
evgenykuzyakov,1.43,initial
goelanusha12,1.43,initial
hendrikmichael,1.43,initial
ijonas,1.43,initial
jorgeborges,1.43,initial
kenaard,1.43,initial
reijimds,1.43,initial
seed-wombdabombdotcom,1.43,initial
tangdaniu,1.43,initial
thebayprincess,1.43,initial
aparnajoshi007,1.42,initial
aqt01,1.42,initial
kaelabbott,1.42,initial
sagor2364,1.42,initial
seniuus,1.42,initial
wesrer,1.42,initial
aarton,1.41,initial
cheeech,1.41,initial
gardes36,1.41,initial
mjavadhpour,1.41,initial
valmirmatos,1.41,initial
lokyi121,1.40,initial
merkleboy,1.40,initial
rdll,1.40,initial
sacha-l,1.40,initial
fadhlan1986,1.39,initial
eyescr3am,1.38,initial
pashaklybik,1.38,initial
ravinayag,1.38,initial
tuanggo,1.38,initial
caiyiliang,1.37,initial
chery46,1.37,initial
nevertrent,1.37,initial
ubinix-warun,1.37,initial
mx1010,1.36,initial
andrewgawidan,1.35,initial
eddymens,1.35,initial
elimence,1.35,initial
jonas-bkr,1.35,initial
kiokizz,1.35,initial
kophygiddie,1.35,initial
hugoargoselo,1.34,initial
ijayoa,1.34,initial
jgrushack,1.34,initial
charlesagyemang,1.33,initial
chinchang,1.33,initial
dann2017,1.33,initial
denisgreen,1.33,initial
diptigautam,1.33,initial
fortunetede,1.33,initial
negore256,1.33,initial
petraarkian,1.33,initial
tjwizking,1.33,initial
bitcoinslp,1.32,initial
codeninjamx,1.32,initial
foxreymann,1.32,initial
pranaymohan,1.32,initial
weixuefeng,1.32,initial
alezandah,1.31,initial
bilesanmiahmad,1.31,initial
genesis3g,1.31,initial
pharingee,1.31,initial
winni4eva,1.31,initial
akpenea,1.30,initial
elibonn,1.30,initial
jfunulab,1.30,initial
mindagainst1,1.30,initial
richgari,1.30,initial
hisaw123,1.28,initial
mlms13,1.28,initial
tirion77,1.28,initial
amiralabdou,1.27,initial
apam35,1.27,initial
crb0,1.27,initial
rizkghazaly,1.27,initial
corbinpage,1.26,initial
badarias,1.25,initial
dbaxter69,1.25,initial
ftupas,1.25,initial
grijsz,1.25,initial
jasondavies,1.25,initial
k41-dev,1.25,initial
nikhilmahatma,1.25,initial
nimisha0127,1.24,initial
sekmet,1.24,initial
japss636,1.23,initial
raptazure,1.23,initial
rcerruto,1.23,initial
aaronbarnardsound,1.22,initial
hackeryarn,1.22,initial
infun8,1.22,initial
kebatbai133,1.22,initial
timothywangdev,1.22,initial
wjbaird,1.22,initial
bitash,1.21,initial
chteam16,1.21,initial
churik,1.21,initial
fussyl,1.21,initial
garantor,1.21,initial
jakefile,1.21,initial
rarasputinrglm,1.21,initial
rsu,1.21,initial
stanmondesir,1.21,initial
uosvald,1.21,initial
amoosimeon,1.20,initial
caculuz-cinks,1.20,initial
clc9986,1.20,initial
greggstewart77,1.20,initial
hiroop,1.20,initial
matkilau69,1.20,initial
olugbenga2000,1.20,initial
oykumelikoglu,1.19,initial
sam-devs,1.19,initial
usersolidity,1.19,initial
vslsrj,1.19,initial
weelecht,1.19,initial
bluehat3,1.18,initial
cryptofandango,1.18,initial
dzunaidy,1.18,initial
kingghost157,1.18,initial
melodymsk,1.18,initial
piyopiyowalker,1.18,initial
rayyronn,1.18,initial
stopidboi,1.18,initial
xavier-charles,1.18,initial
ahmadhambali14923,1.17,initial
cyrusl,1.17,initial
jentlefrank,1.17,initial
macveriz,1.17,initial
nurjihanfahira14923,1.17,initial
ulfaharmanida14923,1.17,initial
yuscopefly,1.17,initial
benhen75,1.16,initial
daveramico,1.16,initial
renaud-v,1.16,initial
shirshak55,1.16,initial
yanka21,1.16,initial
battenfield,1.15,initial
florinteodorescu,1.15,initial
javapython1,1.15,initial
mwansich,1.15,initial
neoenj,1.15,initial
ossuary,1.15,initial
rt2407,1.15,initial
sarah-hoff,1.15,initial
scottninja,1.15,initial
theleekster,1.15,initial
twisterdw,1.15,initial
vanbasher,1.15,initial
vonyitomi,1.15,initial
abhijith115,1.14,initial
antonstorozhilov,1.14,initial
daaain,1.14,initial
jguyton501,1.14,initial
jmshobbs,1.14,initial
nemelnikov,1.14,initial
pedromlcosta,1.14,initial
reduce,1.14,initial
roschler,1.14,initial
simonbuechi,1.14,initial
tanzofettt,1.14,initial
anonusergitcoin10-vhkqf2elnutpo3gg54oms6prnkhewvjn,1.13,initial
ethereal-nfts,1.13,initial
anis137,1.12,initial
inmortan42,1.12,initial
schwerindustrie,1.12,initial
thegooner93,1.12,initial
alexandereddo,1.11,initial
diogoperillo,1.11,initial
konamibi,1.11,initial
michealoshiobugie,1.11,initial
b2dromance,1.10,initial
dactar,1.10,initial
