handle,token_proportion,tokens
herman-x,0.00%,0.530242929
horse-xx,0.00%,0.530242929
howell-good,0.00%,0.530242929
king-kox,0.00%,0.530242929
lion-fox,0.00%,0.530242929
long-lon,0.00%,0.530242929
mxccoder,0.00%,0.530242929
neiker142,0.00%,0.530242929
owen7890,0.00%,0.530242929
parker-ape,0.00%,0.530242929
tailxtail,0.00%,0.530242929
tom362,0.00%,0.530242929
v2tmobile,0.00%,0.530242929
wootraderfarmer,0.00%,0.530242929
xiang-135,0.00%,0.530242929
ztexchange,0.00%,0.530242929
zhaoyue1214,0.00%,0.530242929
sciph3r,0.00%,0.530073793
cake92napal,0.00%,0.529904656
geraldguan5,0.00%,0.52973552
guusefer,0.00%,0.529566383
diaen,0.00%,0.52922811
dadababa520,0.00%,0.528889837
mvrai,0.00%,0.528551564
martinvo0102,0.00%,0.528551564
cursorch,0.00%,0.528213291
omnidan,0.00%,0.527875018
bookoons,0.00%,0.527875018
christofon,0.00%,0.527705882
ekang426,0.00%,0.527367609
lailahxuer,0.00%,0.527367609
seanleefly,0.00%,0.526860199
slweowsdew,0.00%,0.526860199
nathaliascherer,0.00%,0.526691063
xamdkx,0.00%,0.52635279
ethe03,0.00%,0.526014517
taurean,0.00%,0.52584538
anonusergitcoin44-iqbx8bm545pjly3cbdhi3cstewoojqrk,0.00%,0.52584538
benleibig,0.00%,0.525168834
cccchris,0.00%,0.525168834
sweden2023,0.00%,0.525168834
arth,0.00%,0.525168834
tropandw,0.00%,0.524661425
cnzhouxu,0.00%,0.524661425
shogochiai,0.00%,0.524323152
shrugs,0.00%,0.524323152
templeoftrust,0.00%,0.524323152
zyy1992qqcom,0.00%,0.524323152
prot-delux,0.00%,0.524323152
christianarthur,0.00%,0.523984879
henryfunk81,0.00%,0.523815742
bluerheart,0.00%,0.523815742
hbf1999,0.00%,0.523646606
wolfsoul12345,0.00%,0.523646606
d77520,0.00%,0.523646606
llllllllitchi,0.00%,0.523477469
talk-3r,0.00%,0.523477469
theaprilfool,0.00%,0.523477469
trututu,0.00%,0.523477469
brendanjo,0.00%,0.523477469
aslawson,0.00%,0.523308333
anonusergitcoin28-wrdqxfvmcnyuejixtb1zbqbn4izsdvy3,0.00%,0.523139196
linkunhai,0.00%,0.522800923
aronvanammers,0.00%,0.522800923
criptodiana,0.00%,0.522631787
clairvoyantalliance,0.00%,0.52246265
izullubiez,0.00%,0.522124377
abceich,0.00%,0.522124377
wellwhoami,0.00%,0.521955241
jose78-csp,0.00%,0.521955241
kasimir7,0.00%,0.521616968
savwed,0.00%,0.521447831
hunterr84,0.00%,0.520940422
jzjallday,0.00%,0.520263876
lucasob,0.00%,0.519418193
nickzhaoqi,0.00%,0.519418193
duartelucas,0.00%,0.519418193
qingning-ning,0.00%,0.51907992
meshabby,0.00%,0.51907992
blockchainlooks,0.00%,0.518741647
hippopotamus11,0.00%,0.518572511
treysvision,0.00%,0.518403374
skolnickm,0.00%,0.518403374
stormgpz,0.00%,0.518234238
fankouzu,0.00%,0.517557692
matt23x,0.00%,0.517219419
mrgitj,0.00%,0.517219419
preciousomusuwe,0.00%,0.517219419
jamesyoung,0.00%,0.517219419
manyaqlee,0.00%,0.517050282
mezoantrop,0.00%,0.517050282
tallsam,0.00%,0.517050282
caifukk,0.00%,0.516881146
elyx0,0.00%,0.516712009
jjniubi,0.00%,0.516712009
pezdukie,0.00%,0.516712009
adrianv425,0.00%,0.516712009
doublelou,0.00%,0.516542873
3drjb,0.00%,0.516373736
guardiangreenie,0.00%,0.5162046
simba-long,0.00%,0.515866327
jaymcgrath,0.00%,0.51569719
rarofa,0.00%,0.515189781
artem201293,0.00%,0.515020644
clover0714,0.00%,0.514513235
huawan3-1,0.00%,0.514174962
lizardfly,0.00%,0.514174962
lyxymh,0.00%,0.514174962
nelson-bug,0.00%,0.514174962
stone920,0.00%,0.514174962
xufeng198401,0.00%,0.514174962
zhangsanfeng1988,0.00%,0.514174962
zhukeyin,0.00%,0.514174962
lemons-github,0.00%,0.514174962
fengge201314,0.00%,0.514005825
finstreet-india,0.00%,0.513836689
jaybhe,0.00%,0.513329279
electroxts,0.00%,0.513329279
chriseddy,0.00%,0.513160143
liu1956,0.00%,0.512483597
mans25-stack,0.00%,0.511976187
mochi248,0.00%,0.511807051
itestwal,0.00%,0.511468778
jj-crypto67,0.00%,0.511130505
elderorb,0.00%,0.511130505
minmingsm,0.00%,0.510961368
abhay07,0.00%,0.510792232
awoben,0.00%,0.510623095
davidmoradi,0.00%,0.510623095
neeraj3296,0.00%,0.510284822
tokyoblackie,0.00%,0.509270003
donkey4pie,0.00%,0.508762594
mihanikif68,0.00%,0.507916911
pseudoanonymous-eth,0.00%,0.507916911
dreamingava,0.00%,0.507916911
hanyu1212,0.00%,0.507747775
agarwalakarsh,0.00%,0.507578638
ancascarlat,0.00%,0.507409502
angelicafulcher,0.00%,0.507409502
arco9t,0.00%,0.507409502
arcole28,0.00%,0.507409502
billylyl,0.00%,0.507409502
bitcoinfever,0.00%,0.507409502
bogdanbatog,0.00%,0.507409502
clang8573,0.00%,0.507409502
cryptobruce,0.00%,0.507409502
cweenhi,0.00%,0.507409502
degen-code,0.00%,0.507409502
doja07,0.00%,0.507409502
drj3kl,0.00%,0.507409502
dronzxc,0.00%,0.507409502
elen398tronixbox,0.00%,0.507409502
fht019,0.00%,0.507409502
fishnchipsj,0.00%,0.507409502
flycn2021,0.00%,0.507409502
fromsky82,0.00%,0.507409502
fsk8,0.00%,0.507409502
fullbang,0.00%,0.507409502
fyzh88,0.00%,0.507409502
garyyu,0.00%,0.507409502
geebee14,0.00%,0.507409502
gitcoin01,0.00%,0.507409502
gmoore2001,0.00%,0.507409502
gretad,0.00%,0.507409502
guoy0701,0.00%,0.507409502
hnafreegull,0.00%,0.507409502
iterrible88,0.00%,0.507409502
ivanstena,0.00%,0.507409502
jcj-1,0.00%,0.507409502
jernejml,0.00%,0.507409502
jintiankan,0.00%,0.507409502
johnrjj,0.00%,0.507409502
krysto-proxy,0.00%,0.507409502
livnev,0.00%,0.507409502
longwei3,0.00%,0.507409502
loothore907,0.00%,0.507409502
lp-base,0.00%,0.507409502
magicwolf-irl,0.00%,0.507409502
maigoh,0.00%,0.507409502
manalabbas,0.00%,0.507409502
manran,0.00%,0.507409502
marmelad1,0.00%,0.507409502
marnibrewster,0.00%,0.507409502
mickeydavis,0.00%,0.507409502
mineryourbusiness,0.00%,0.507409502
moistpocket,0.00%,0.507409502
mswezey23,0.00%,0.507409502
mtsalenc,0.00%,0.507409502
nft-nft,0.00%,0.507409502
nizhaomeng,0.00%,0.507409502
overtwiz,0.00%,0.507409502
pajicf,0.00%,0.507409502
paulopaulo1665,0.00%,0.507409502
phys3,0.00%,0.507409502
piaoshen-lab,0.00%,0.507409502
pmeister86,0.00%,0.507409502
premachb,0.00%,0.507409502
ptchela,0.00%,0.507409502
qigemingwyl,0.00%,0.507409502
raindx827,0.00%,0.507409502
ramaruro,0.00%,0.507409502
redsilkfish,0.00%,0.507409502
saricden,0.00%,0.507409502
sboesen,0.00%,0.507409502
sheunaluko,0.00%,0.507409502
taiwan101-hub,0.00%,0.507409502
tcodan,0.00%,0.507409502
thatmanbehindthecurtain,0.00%,0.507409502
thinkdo11,0.00%,0.507409502
trezjones,0.00%,0.507409502
tropicalrogue,0.00%,0.507409502
unigrants,0.00%,0.507409502
vaughnmck,0.00%,0.507409502
xhran7,0.00%,0.507409502
xiaofengzhuanyong1,0.00%,0.507409502
xsjxsj2037,0.00%,0.507409502
xzxuzhou112,0.00%,0.507409502
ywyl,0.00%,0.507409502
z1zu1985,0.00%,0.507409502
zhao1017,0.00%,0.507409502
chidiarua,0.00%,0.507409502
nikitachou,0.00%,0.507240365
lomasse860,0.00%,0.507240365
dentropy,0.00%,0.506902092
nimzow,0.00%,0.506563819
bandot-org,0.00%,0.506563819
boskoslo13,0.00%,0.506394683
namnam12345,0.00%,0.506394683
a4nkit,0.00%,0.506394683
levelingupgaming,0.00%,0.506225546
chaingreen,0.00%,0.505887273
peteryinusa,0.00%,0.505379864
synthaman,0.00%,0.504703318
brutal84,0.00%,0.504534181
casparschwa,0.00%,0.504195908
insightsunrise,0.00%,0.503181089
luotuo2,0.00%,0.502842816
nightlostk,0.00%,0.502335407
prebenhesvik,0.00%,0.502335407
xalava,0.00%,0.502335407
otemzi,0.00%,0.50216627
hanlei11,0.00%,0.501658861
rayforever721,0.00%,0.501489724
johanneid,0.00%,0.501320588
matso167,0.00%,0.500813178
maozi7,0.00%,0.500813178
thehalo8,0.00%,0.500644042
pawel-lewinski1,0.00%,0.500305769
zasad,0.00%,0.500136632
madtodist,0.00%,0.500136632
linhanmei,0.00%,0.499798359
abdulanja,0.00%,0.499460086
forhad321,0.00%,0.499121813
acidade,0.00%,0.499121813
hustephen,0.00%,0.498952677
fartusmaximus,0.00%,0.498952677
hairy-potter,0.00%,0.49878354
ka-ka2012,0.00%,0.49878354
turinglabtw,0.00%,0.49878354
bxpana,0.00%,0.498614404
dahao886,0.00%,0.498106994
lian0512,0.00%,0.498106994
bertmiller,0.00%,0.498106994
enchang1,0.00%,0.497768721
minhtu8593,0.00%,0.497261312
tim332,0.00%,0.496753902
0xms,0.00%,0.496584766
visadareikia,0.00%,0.496077356
chrisnl1205,0.00%,0.495569947
geraldguan7,0.00%,0.49540081
yuzan01,0.00%,0.49540081
devimoor,0.00%,0.495231674
kallnpq,0.00%,0.494724264
quetc,0.00%,0.494724264
joparise,0.00%,0.494724264
enerai,0.00%,0.494555128
lucadonnoh,0.00%,0.494385991
stathismazarakos,0.00%,0.494216855
sims2255,0.00%,0.494216855
willxing,0.00%,0.493878582
453969523github,0.00%,0.493878582
drip19,0.00%,0.493540309
dahai-abt,0.00%,0.493202036
devtest028,0.00%,0.492863763
dennisahlqvist,0.00%,0.492863763
cookiemonssster,0.00%,0.492356353
johngribbin,0.00%,0.491172398
therealajl,0.00%,0.491172398
huang101910,0.00%,0.491172398
ryderalex,0.00%,0.490834125
abyanarr,0.00%,0.490834125
yushix218,0.00%,0.490664988
chuletilla,0.00%,0.490664988
go0t,0.00%,0.490495852
matnad,0.00%,0.490495852
trinhhuynh86,0.00%,0.490495852
vesperaka,0.00%,0.490495852
nmishrablog,0.00%,0.490495852
haikukoten,0.00%,0.489988442
urbanaselan,0.00%,0.489650169
abell1835neo,0.00%,0.489650169
apricotorgan,0.00%,0.488973623
archerystorm66,0.00%,0.488973623
cygnusquasar,0.00%,0.488973623
grootiok-1,0.00%,0.488973623
hamearthyrat,0.00%,0.488973623
hangglidinggoldfish,0.00%,0.488973623
pieariesfish,0.00%,0.488973623
pomegranateegs-zs8-1,0.00%,0.488973623
romanholidaybrandy,0.00%,0.488973623
saymeowzy,0.00%,0.488973623
siwonchoi1980,0.00%,0.488973623
leraeb,0.00%,0.488973623
shea851,0.00%,0.48863535
unknownmizery,0.00%,0.488297077
agin-dropdisco,0.00%,0.487958804
eternal1990,0.00%,0.487789668
forteve-team,0.00%,0.487789668
mrarashel,0.00%,0.487789668
taojin1122,0.00%,0.487620531
prathmesh9,0.00%,0.487113122
strahd1982,0.00%,0.486943985
demigodtm,0.00%,0.486943985
fiesta97,0.00%,0.486605712
gsuazo87,0.00%,0.486605712
diverscrd,0.00%,0.486605712
iamsidddd,0.00%,0.486267439
zariemabiekirova,0.00%,0.486098303
chenfuzhou,0.00%,0.485929166
cryptouser19,0.00%,0.48576003
kingsleydon,0.00%,0.48576003
goroot,0.00%,0.48576003
ktxyguoxuan,0.00%,0.485590893
rektfoodfarmer,0.00%,0.485590893
przymusiala,0.00%,0.485590893
lyn716,0.00%,0.485083484
nttmai,0.00%,0.484914347
mrzenk25,0.00%,0.484745211
ipickcrypto,0.00%,0.484406938
one-three-three-seven,0.00%,0.484237801
dotchaser,0.00%,0.484237801
gourab1986,0.00%,0.484068665
myy657750041,0.00%,0.484068665
iwanttobefreak,0.00%,0.483899528
leocap2017,0.00%,0.483730392
defiden,0.00%,0.483730392
t-adamz,0.00%,0.483392119
yellowgh0st,0.00%,0.483222982
dudesahn,0.00%,0.483053846
cryptosingh86,0.00%,0.482884709
yoleyu,0.00%,0.482546436
reganbozman,0.00%,0.482546436
azimwenn,0.00%,0.4823773
josemimg,0.00%,0.482208163
ognasa,0.00%,0.482208163
bertaheff,0.00%,0.482208163
bgg234,0.00%,0.482039027
chinelee,0.00%,0.482039027
d08h9cd8hcsnuc,0.00%,0.482039027
ivglavas,0.00%,0.482039027
lauraa2021,0.00%,0.482039027
ledgerql,0.00%,0.482039027
michaeltcoppolo,0.00%,0.482039027
osarrouy,0.00%,0.482039027
payett,0.00%,0.482039027
rootkc,0.00%,0.482039027
shengda,0.00%,0.482039027
sourabha98,0.00%,0.482039027
tegids,0.00%,0.482039027
theitbmt,0.00%,0.482039027
tony6964,0.00%,0.482039027
tspriyanka,0.00%,0.482039027
marsman23,0.00%,0.482039027
jezzax,0.00%,0.48186989
trongkhuong,0.00%,0.481700754
orco64,0.00%,0.481531617
plavakma,0.00%,0.481024208
the56ker,0.00%,0.480855071
alias511995,0.00%,0.480685935
xuanhoa,0.00%,0.479840252
romannn76,0.00%,0.479840252
zulyamucha,0.00%,0.479671116
chaucntr,0.00%,0.479671116
codemathics,0.00%,0.479332843
britest30,0.00%,0.479332843
hong198711,0.00%,0.479163706
celeryfigbee,0.00%,0.479163706
figpersimmon,0.00%,0.478825433
aimingqi,0.00%,0.478825433
ap3113s,0.00%,0.478656297
lwy183,0.00%,0.478656297
merlin317,0.00%,0.478656297
shiblii,0.00%,0.478656297
kanlei,0.00%,0.478656297
tucumanga,0.00%,0.478318024
abitrolly,0.00%,0.478318024
rajrao1,0.00%,0.478148887
mgcrea,0.00%,0.478148887
mrwenyou,0.00%,0.477979751
antonok-edm,0.00%,0.477810614
hangdang268,0.00%,0.477641478
lanier0,0.00%,0.477641478
zhoumimi1122,0.00%,0.477134068
sbuszard,0.00%,0.476457522
bqlekan,0.00%,0.476288386
motarjem24,0.00%,0.476119249
wongqing1688,0.00%,0.475950113
daveleslie,0.00%,0.475950113
mooniemama,0.00%,0.474766157
haveyouseenchef,0.00%,0.474766157
ianxucode,0.00%,0.474597021
qlonline,0.00%,0.474597021
mantull,0.00%,0.474427884
tommy202020,0.00%,0.474089611
jhawdon,0.00%,0.474089611
gsteenkamp89,0.00%,0.473751338
phoskins333,0.00%,0.473582202
quan4,0.00%,0.473582202
ventigen,0.00%,0.473582202
jaywelsh,0.00%,0.473582202
e77t90,0.00%,0.473243929
chrisfilo,0.00%,0.473074792
xemina,0.00%,0.472567383
zsyz1,0.00%,0.472567383
robin2021-hz,0.00%,0.472567383
gitman-byte23,0.00%,0.47222911
deechng,0.00%,0.472059973
marakiley,0.00%,0.471552564
cryptosec5,0.00%,0.471383427
m3rlo,0.00%,0.471045154
cosmiccoder96,0.00%,0.470537745
nikomnw,0.00%,0.470199472
tyinsomnia,0.00%,0.470199472
ericfarr1001,0.00%,0.470030335
vintwelve,0.00%,0.469692062
erds123,0.00%,0.469692062
marceljay,0.00%,0.469015516
brentwillems,0.00%,0.46884638
bryan356,0.00%,0.468169834
pmy120da,0.00%,0.468000697
rona-si,0.00%,0.467831561
tuxedoshoe,0.00%,0.467493288
jueduizone,0.00%,0.467324151
anonusergitcoin79-gyymagfdptshlsr83bjh3ojgahriq8lm,0.00%,0.467155015
ziggy315315,0.00%,0.466985878
howydev,0.00%,0.466985878
kevinduan2021,0.00%,0.466816742
maxicredit,0.00%,0.466816742
bibi38,0.00%,0.466647605
bitshop008,0.00%,0.465971059
cmosc89,0.00%,0.465971059
jayesbee,0.00%,0.465971059
susu19980920,0.00%,0.465971059
tuan60p,0.00%,0.465971059
kartojal,0.00%,0.465971059
brianfernalld,0.00%,0.465801923
senevrensel,0.00%,0.465632786
mripa99,0.00%,0.46546365
a3roger,0.00%,0.465294513
ek-yung,0.00%,0.465125377
ethanack,0.00%,0.465125377
hnk416d,0.00%,0.464617967
theogoodman,0.00%,0.464448831
remmylee,0.00%,0.464279694
chunkzer,0.00%,0.464110558
theekhaichun,0.00%,0.463941421
2260626,0.00%,0.463941421
bitmuxer580,0.00%,0.463603148
cryptokyyd,0.00%,0.463264875
aelfsoleil,0.00%,0.463264875
dennischann,0.00%,0.462926602
lawlah,0.00%,0.462926602
dogecornhub,0.00%,0.462926602
quemua,0.00%,0.462757466
murphy20666,0.00%,0.462757466
zeckmi,0.00%,0.46208092
alexbottichelli,0.00%,0.46208092
andbidon,0.00%,0.461911783
capricorntea,0.00%,0.461911783
cheeseflyran,0.00%,0.461911783
composerleoi,0.00%,0.461911783
ednamodesun,0.00%,0.461911783
grantorinopioneer10,0.00%,0.461911783
locksn1987a,0.00%,0.461911783
opulentcoke,0.00%,0.461911783
ryeoldeuboi,0.00%,0.461911783
trailvertigoiu,0.00%,0.461911783
winengc5195,0.00%,0.461911783
xylophonesea1987,0.00%,0.461911783
azcat233,0.00%,0.461911783
ggyyno5,0.00%,0.461742647
standude13,0.00%,0.461742647
jerome-chen,0.00%,0.461742647
jeffarry,0.00%,0.461404374
mradkov,0.00%,0.461235237
eacolina,0.00%,0.461235237
dolebas,0.00%,0.460896964
mozes93,0.00%,0.460558691
bilbertius,0.00%,0.460558691
dinadur,0.00%,0.459882145
limouren778,0.00%,0.459374736
trailwalkerbm,0.00%,0.459205599
xuanhoa2703,0.00%,0.459205599
abhi82482,0.00%,0.459205599
vp-asdrubal,0.00%,0.458529053
kedos123,0.00%,0.458529053
gurrpi,0.00%,0.45819078
curtailment,0.00%,0.457852507
glamdringer,0.00%,0.457683371
karaza,0.00%,0.457683371
2021kdb,0.00%,0.457683371
2022srr,0.00%,0.457514234
alleycatstudios,0.00%,0.457514234
raul0287,0.00%,0.457514234
nyssanida,0.00%,0.457514234
biockassassin,0.00%,0.457345098
bigwooly,0.00%,0.457175961
kaca7404,0.00%,0.457006825
alondai,0.00%,0.457006825
mathandley,0.00%,0.456668552
stink3finger,0.00%,0.456668552
brocloc,0.00%,0.456668552
luckysign80,0.00%,0.455992006
the-rileyj,0.00%,0.455653733
viteklop79,0.00%,0.455653733
huynhtandai95,0.00%,0.455484596
artall64,0.00%,0.455146323
blogginjesus,0.00%,0.454977187
wuyanfeng123,0.00%,0.454977187
micqdf,0.00%,0.454977187
anonymys10,0.00%,0.454638914
chestnutbruze,0.00%,0.454469777
crypto-cisco,0.00%,0.454131504
tbaloglu,0.00%,0.454131504
anan68,0.00%,0.454131504
bitcoinjohnny,0.00%,0.453962368
ezchinonso,0.00%,0.453454958
murphy20555,0.00%,0.452947549
gaspardpeduzzi,0.00%,0.452947549
basharhasan89,0.00%,0.452778412
mandelliant,0.00%,0.452609276
mi2valley,0.00%,0.452440139
yashmannn,0.00%,0.452440139
balian007,0.00%,0.452440139
chickendrum88,0.00%,0.452271003
jurassicparkabell1835,0.00%,0.452271003
layerstate,0.00%,0.452271003
nixsnatchfox44,0.00%,0.452271003
btcsucellus,0.00%,0.452271003
stalkerant1,0.00%,0.452101866
waleebello,0.00%,0.45193273
parzivalissweet,0.00%,0.45193273
dragon3766,0.00%,0.451763593
motunks,0.00%,0.45142532
xh0106,0.00%,0.45142532
keksso,0.00%,0.45142532
apaulalm,0.00%,0.451256184
panatic1328,0.00%,0.451087047
hai2021,0.00%,0.450748774
8ram,0.00%,0.450410501
six-days,0.00%,0.450241365
bradleypooper,0.00%,0.450241365
pineappler,0.00%,0.450072228
curlyti,0.00%,0.450072228
ethanzhen,0.00%,0.449903092
gchisanbv,0.00%,0.449903092
helloxixia,0.00%,0.449903092
joze21,0.00%,0.449903092
onlyone85,0.00%,0.449903092
shoyou9527,0.00%,0.449903092
sunnyroger1,0.00%,0.449903092
tvist,0.00%,0.449903092
verycb,0.00%,0.449903092
wzpcoo,0.00%,0.449903092
zdfgoogle,0.00%,0.449903092
zero-x-seven,0.00%,0.449903092
timewalker91,0.00%,0.449733955
vexterz,0.00%,0.449395682
baillokb,0.00%,0.449395682
big-lgtm,0.00%,0.44855
jason12343,0.00%,0.44855
rstdona,0.00%,0.448380863
tovirgle,0.00%,0.448380863
coffeefish22,0.00%,0.448380863
flippinroo2,0.00%,0.447873454
tomocean22,0.00%,0.447704317
cburgdorf,0.00%,0.447535181
francomuniz,0.00%,0.447366044
lullis,0.00%,0.447196908
cyberjuno,0.00%,0.447196908
cjayz001,0.00%,0.447027771
saxis,0.00%,0.446520362
a871244846,0.00%,0.446182089
tosunra,0.00%,0.445674679
frederikprijck,0.00%,0.445674679
lukeschwartz5,0.00%,0.445505543
chrisdapp,0.00%,0.44516727
ch3131,0.00%,0.444490724
djokerops,0.00%,0.443983314
longbitcoin6688,0.00%,0.443983314
nyyanks89,0.00%,0.443983314
ookimaki,0.00%,0.443983314
ivo2pac,0.00%,0.443983314
rywang-crypto,0.00%,0.443645041
bassbauman,0.00%,0.443645041
goodnessezeokafor,0.00%,0.443475905
glcryptonics,0.00%,0.443475905
kpierce236,0.00%,0.443137632
qijinzing,0.00%,0.443137632
loganrichy,0.00%,0.442799359
vivatpollk,0.00%,0.442461086
corbinferrie,0.00%,0.442461086
nicholasday224,0.00%,0.442291949
paijo4726,0.00%,0.441446267
westlakeneverdry,0.00%,0.441446267
dru-zod,0.00%,0.441446267
juanes-5,0.00%,0.44127713
animusarya,0.00%,0.441107994
huangbing26,0.00%,0.440938857
tigergibson,0.00%,0.440938857
madumas,0.00%,0.440938857
cryptoserrano,0.00%,0.440600584
mercedes423,0.00%,0.440431448
ooakosimo,0.00%,0.440262311
kevinvitale,0.00%,0.440262311
gksl520,0.00%,0.439924038
albertocuestacanada,0.00%,0.439754902
gagnsaini9780,0.00%,0.439416629
kobyeet,0.00%,0.439416629
seesemichaelj,0.00%,0.439416629
barderur,0.00%,0.439416629
sarahvella,0.00%,0.439247492
sexdrugsandzcash,0.00%,0.439247492
dijxtra,0.00%,0.439078356
joystock,0.00%,0.438909219
stefneil,0.00%,0.438909219
almaroof,0.00%,0.438909219
djudjuu,0.00%,0.438740083
nicoholo,0.00%,0.438740083
bsicoalition,0.00%,0.438740083
tamaslocher,0.00%,0.438570946
elbaratonr,0.00%,0.438570946
sastro145,0.00%,0.438232673
georgetprofit,0.00%,0.438063537
www5226448,0.00%,0.437725264
kilatunzii,0.00%,0.437725264
a5983168,0.00%,0.437556127
jasonic1976,0.00%,0.437386991
sunnymojod,0.00%,0.437217854
bingo2021911,0.00%,0.437048718
parami-pra,0.00%,0.436541308
xujiajia330,0.00%,0.436541308
invader95,0.00%,0.436203035
timkonieczny,0.00%,0.436033899
noah-amar,0.00%,0.436033899
rosseta-stone,0.00%,0.435864762
montekengine,0.00%,0.435864762
edouardlvdl,0.00%,0.435695626
criptoglobal21,0.00%,0.435526489
markliu1995,0.00%,0.435357353
nero2525,0.00%,0.43501908
banesergue2,0.00%,0.43501908
beecroissant97,0.00%,0.434680807
beforesunsetwind,0.00%,0.434680807
earthsalacia90,0.00%,0.434680807
elhamne,0.00%,0.434680807
enchantingplanetar,0.00%,0.434680807
flowerkarate86,0.00%,0.434680807
garlicbreadcheesesticks,0.00%,0.434680807
helmetliquor,0.00%,0.434680807
pietimonfig,0.00%,0.434680807
scarfacebeef25,0.00%,0.434680807
spiritedawaystone,0.00%,0.434680807
starshiplion100,0.00%,0.434680807
thepianistpisces,0.00%,0.434680807
tunepiesquid,0.00%,0.434680807
intelliz,0.00%,0.434680807
lu-calm,0.00%,0.43451167
xiaodan777,0.00%,0.43451167
zachdt,0.00%,0.43451167
hhh366,0.00%,0.43451167
mewwts,0.00%,0.434342534
caiiiyua,0.00%,0.434342534
crispin-dye,0.00%,0.433835124
etheoq,0.00%,0.433835124
followeex,0.00%,0.433835124
gottliebfreudenreich,0.00%,0.433835124
hammerrax,0.00%,0.433835124
herofang,0.00%,0.433835124
laoshou49,0.00%,0.433835124
ruowu666,0.00%,0.433835124
szjomin,0.00%,0.433835124
throberto20,0.00%,0.433835124
xiaowan-001,0.00%,0.433835124
xqq13958710752,0.00%,0.433835124
xx1413,0.00%,0.433835124
azbtc123,0.00%,0.433835124
joezippy,0.00%,0.433496851
nerd257,0.00%,0.433327715
glockz-bit,0.00%,0.433327715
princseila,0.00%,0.432820305
tino28082000,0.00%,0.432820305
paradigm1759,0.00%,0.432820305
str4d,0.00%,0.432651169
ankisharmadel,0.00%,0.432312896
winnie-cat,0.00%,0.432143759
trantran9x,0.00%,0.43163635
joramblings,0.00%,0.431467213
pixelmayer,0.00%,0.431298077
