handle,token_proportion,tokens
interficere,0.00%,0.3257569
magnusnilsson,0.00%,0.3257569
marinaspin,0.00%,0.325587764
masterbluecompact,0.00%,0.325587764
monet-supply,0.00%,0.325587764
tinaer233,0.00%,0.325587764
xuxizhen,0.00%,0.325587764
promisesk,0.00%,0.325080354
lifemaster-126,0.00%,0.324911218
celiastanley,0.00%,0.324742081
geraldguan1,0.00%,0.324403808
javipus,0.00%,0.324403808
kanesamoa,0.00%,0.324403808
mevlanaayas,0.00%,0.324403808
michael-vander-meiden,0.00%,0.324403808
moongat,0.00%,0.324403808
mquellhorst,0.00%,0.324403808
rafat,0.00%,0.324403808
sekmet,0.00%,0.324403808
maxgillett,0.00%,0.324403808
sg1983,0.00%,0.324234672
ajaggia,0.00%,0.324065535
hoanggiang0706,0.00%,0.323896399
kennyklexzy,0.00%,0.323896399
fengyundaxia,0.00%,0.323896399
kevinyoung001,0.00%,0.323727262
simplysolutionsnonprofit1,0.00%,0.323727262
ttaibl,0.00%,0.323388989
eleonora-romanova-1961,0.00%,0.323388989
alexged1,0.00%,0.323219853
alvarobrg,0.00%,0.323050716
sambam415,0.00%,0.323050716
titaniumofman,0.00%,0.323050716
goodskyboy,0.00%,0.323050716
nickonet,0.00%,0.32288158
pct1312,0.00%,0.32288158
seanatlbc,0.00%,0.32288158
goderbug,0.00%,0.32288158
abriasinte,0.00%,0.322712443
lilith1410,0.00%,0.32237417
nierecamen,0.00%,0.32237417
sheikh-a,0.00%,0.32237417
sporanopbuy,0.00%,0.32237417
stonu,0.00%,0.32237417
troublemake123,0.00%,0.32237417
xietuallalink,0.00%,0.32237417
abell1986,0.00%,0.32237417
catpebble,0.00%,0.322205034
cryptodrifter,0.00%,0.322205034
eccoscreen,0.00%,0.322205034
hagoromo-crypto,0.00%,0.322205034
laohu7379,0.00%,0.322205034
lyckalost,0.00%,0.322205034
muchmining,0.00%,0.322205034
yesmansan,0.00%,0.322205034
asedewi,0.00%,0.322205034
dwa9a,0.00%,0.322035897
patricksilveira,0.00%,0.322035897
anastasiiazvonarova1,0.00%,0.322035897
benber86,0.00%,0.321697624
cryptoguy844,0.00%,0.321697624
ierngrepom867,0.00%,0.321697624
pendulum145,0.00%,0.321697624
subzeroz,0.00%,0.321697624
zilongbtc,0.00%,0.321697624
botphuoc,0.00%,0.321697624
cb362271,0.00%,0.321528488
cryptonewby,0.00%,0.321528488
khale-d,0.00%,0.321528488
luispham,0.00%,0.321528488
nionsafpomtrh765,0.00%,0.321528488
philip3000,0.00%,0.321528488
pjijin,0.00%,0.321528488
airjava,0.00%,0.321528488
aschmidt20,0.00%,0.321359351
bcdguru,0.00%,0.321359351
beckydoor,0.00%,0.321359351
bla12345678,0.00%,0.321359351
chaksxcviii,0.00%,0.321359351
chengzhe9,0.00%,0.321359351
chrisfishe,0.00%,0.321359351
chrismaree,0.00%,0.321359351
christian-alpala,0.00%,0.321359351
cryptofluff,0.00%,0.321359351
dantwanyy,0.00%,0.321359351
dmitry1987,0.00%,0.321359351
edmondyu,0.00%,0.321359351
edocodi,0.00%,0.321359351
ettazy,0.00%,0.321359351
eturner710,0.00%,0.321359351
ffengna,0.00%,0.321359351
gen-exody,0.00%,0.321359351
hammewang,0.00%,0.321359351
hht2016,0.00%,0.321359351
hyipindmonitor,0.00%,0.321359351
jacklaing,0.00%,0.321359351
jasatgithub,0.00%,0.321359351
jeandumas,0.00%,0.321359351
jgc138,0.00%,0.321359351
kh-chang,0.00%,0.321359351
kile251,0.00%,0.321359351
kinhu668,0.00%,0.321359351
kristinatauch1,0.00%,0.321359351
kryptonath,0.00%,0.321359351
lanlan88888,0.00%,0.321359351
leonho,0.00%,0.321359351
lichnosam,0.00%,0.321359351
meincraft,0.00%,0.321359351
mintcloud,0.00%,0.321359351
mmohorko,0.00%,0.321359351
norisli,0.00%,0.321359351
oety,0.00%,0.321359351
paulkieran,0.00%,0.321359351
pmckelvy1,0.00%,0.321359351
r1nc3,0.00%,0.321359351
raphaelbenoit,0.00%,0.321359351
sahana1811,0.00%,0.321359351
siddv,0.00%,0.321359351
theodorechuang,0.00%,0.321359351
throwaway568,0.00%,0.321359351
tinleuklau,0.00%,0.321359351
tlevine97,0.00%,0.321359351
vodangvinh,0.00%,0.321359351
willjgriff,0.00%,0.321359351
x6crypto,0.00%,0.321359351
markhahnel,0.00%,0.321359351
bbw8165,0.00%,0.321190215
holamolaa,0.00%,0.321021078
glseunvhlerh457,0.00%,0.321021078
bit-bag,0.00%,0.320851942
jsmithon1614,0.00%,0.320513669
qxc071000,0.00%,0.320513669
abhishandy,0.00%,0.320513669
legendrydark,0.00%,0.320344532
timgwallis,0.00%,0.320344532
uraivn,0.00%,0.320175396
geogie206,0.00%,0.320175396
mattdodge,0.00%,0.320006259
bdove87,0.00%,0.319837123
romever,0.00%,0.319667986
renatrazumov,0.00%,0.319667986
seriouslydangerous,0.00%,0.31949885
helloworld1001232,0.00%,0.31949885
tsubrovaleksandr,0.00%,0.319329713
ducthangbonus,0.00%,0.319329713
ialshjl,0.00%,0.319160577
chenxiqi,0.00%,0.319160577
dadogg80,0.00%,0.318822304
qqpet24,0.00%,0.318822304
simakoff,0.00%,0.318822304
turlenalex,0.00%,0.318822304
larrythecucumber321,0.00%,0.318822304
pangoli,0.00%,0.318653167
haocook,0.00%,0.318484031
seryschew,0.00%,0.318145758
vladoss,0.00%,0.318145758
bobo1654484964,0.00%,0.318145758
dakingha69,0.00%,0.317976621
defibig,0.00%,0.317976621
denali465464646,0.00%,0.317976621
jack15489486,0.00%,0.317976621
lihai1654646,0.00%,0.317976621
lucy456465456,0.00%,0.317976621
mark416465,0.00%,0.317976621
niuren1564564564,0.00%,0.317976621
nona2164165,0.00%,0.317976621
peter1654465414165,0.00%,0.317976621
mikhailkhomichuk,0.00%,0.317976621
viktorvu,0.00%,0.317807485
yafiabiyyu,0.00%,0.317807485
abdkhan82,0.00%,0.317807485
bananooo-zhang,0.00%,0.317638348
kinglouisxvii,0.00%,0.317638348
ayutausagi,0.00%,0.317638348
ksjuebvalkueujh4573,0.00%,0.317469212
michaeljok,0.00%,0.317469212
nresrtojmlkml679,0.00%,0.317469212
thoinoinseryopm346,0.00%,0.317469212
unerssersjrtjs4575,0.00%,0.317469212
vendeta5,0.00%,0.317469212
wildinfiower,0.00%,0.317469212
yishai81,0.00%,0.317469212
ekw822,0.00%,0.317469212
jiwonp,0.00%,0.317300075
leina2021,0.00%,0.317300075
yeg0117,0.00%,0.317300075
3100,0.00%,0.317300075
bluele,0.00%,0.317130939
toshihiko-okubo,0.00%,0.317130939
yukihisamatsu,0.00%,0.317130939
zihao2018,0.00%,0.317130939
mike0182,0.00%,0.317130939
turtde,0.00%,0.316961802
zhuzhuxia66,0.00%,0.316961802
el-msserfe9,0.00%,0.316961802
e-wa,0.00%,0.316792666
makin1rob,0.00%,0.316792666
weixoabao55,0.00%,0.316792666
anandasaia,0.00%,0.316623529
anonusergitcoin30-urot3lxieegydlnbufsjswhepfbsbepx,0.00%,0.316454393
carlsunderman,0.00%,0.316454393
sal331,0.00%,0.316454393
jdorigins,0.00%,0.316454393
98farhan94,0.00%,0.316285256
icetray61,0.00%,0.31611612
kylejwaters,0.00%,0.315946983
panvalamark,0.00%,0.315777847
gangaaaaji,0.00%,0.31560871
parkvillenf,0.00%,0.315270437
saldonsal539,0.00%,0.315270437
sbakhtin1,0.00%,0.315270437
zhoujiae,0.00%,0.315270437
zzzzzxf,0.00%,0.315270437
nanniceman,0.00%,0.315101301
hoekevin,0.00%,0.314932164
prepperian,0.00%,0.314593891
quanxip,0.00%,0.314593891
theanh3695,0.00%,0.314593891
youzi2021,0.00%,0.314593891
0xmugla,0.00%,0.314593891
rromanovarimmaa,0.00%,0.314424755
ssatokinvalerii,0.00%,0.314424755
ssubotamelnykrystyna,0.00%,0.314424755
yuetloo,0.00%,0.314424755
zw11287,0.00%,0.314255618
az1949,0.00%,0.314255618
gorgeou,0.00%,0.314086482
1gurit,0.00%,0.314086482
ahrwn,0.00%,0.313917345
icopokrovskyi,0.00%,0.313917345
jellenmark,0.00%,0.313917345
neeradjgangapersad,0.00%,0.313917345
aeons14,0.00%,0.313917345
polux0,0.00%,0.313748209
vhost-lee,0.00%,0.313748209
zaqwx08,0.00%,0.313748209
6020202,0.00%,0.313579072
aideyner,0.00%,0.313409936
dhayor01,0.00%,0.313409936
mklaud1,0.00%,0.313409936
pitilimovsergeyy,0.00%,0.313409936
kevkev91,0.00%,0.313409936
chriswessels,0.00%,0.313240799
krishnanruta,0.00%,0.312902526
oldas1,0.00%,0.312902526
zhaodan-dan,0.00%,0.312902526
adam9192,0.00%,0.312902526
kostya781,0.00%,0.31273339
pavel98111,0.00%,0.31273339
valentina98135,0.00%,0.31273339
wbc992,0.00%,0.31273339
cryptonianz,0.00%,0.31273339
zcm2021,0.00%,0.312564253
hennaedeagle,0.00%,0.312564253
defebs,0.00%,0.312395117
ekos26,0.00%,0.31222598
joshmorel,0.00%,0.31222598
zhuchao0211,0.00%,0.31222598
blake-dinngo,0.00%,0.31222598
msecs,0.00%,0.312056844
e-max,0.00%,0.312056844
banana-kaizer,0.00%,0.311887707
drokovadam11,0.00%,0.311718571
iginalowe,0.00%,0.311718571
sandstudy,0.00%,0.311718571
tolono11,0.00%,0.311718571
boxingrye,0.00%,0.311718571
corbindavenport,0.00%,0.311549434
tarocrypto,0.00%,0.311549434
xueshengjun666,0.00%,0.311549434
manore17,0.00%,0.311549434
psbinance,0.00%,0.311380298
stephancill,0.00%,0.310872888
getsomecoin,0.00%,0.310703752
mrbluesg,0.00%,0.310534615
moneybreak,0.00%,0.310365479
vikicamino,0.00%,0.310196342
wytman,0.00%,0.310196342
annie101101046,0.00%,0.310196342
ellahal,0.00%,0.310027206
hannocoetzee,0.00%,0.309688933
scottcbartlett,0.00%,0.309688933
sjalq,0.00%,0.309688933
bizhonggeng,0.00%,0.309688933
byze771,0.00%,0.309519796
captainginyu,0.00%,0.309519796
coolie6115,0.00%,0.309519796
ft816806,0.00%,0.309519796
asher5602,0.00%,0.309519796
connorwarnock,0.00%,0.30935066
eno-obong,0.00%,0.30935066
furthermore562,0.00%,0.30935066
geniusun,0.00%,0.30935066
guskinvolodya,0.00%,0.30935066
jonkeyey05,0.00%,0.30935066
joydloyy,0.00%,0.30935066
jungin99102,0.00%,0.30935066
kyungbanjang,0.00%,0.30935066
startlikeus0202,0.00%,0.30935066
teamtekken2002,0.00%,0.30935066
yudalhwan4521,0.00%,0.30935066
marcuswin,0.00%,0.30935066
dying5566,0.00%,0.309181523
millertoken,0.00%,0.309012387
adamchen0510,0.00%,0.309012387
dsyuluo,0.00%,0.30884325
farid181989,0.00%,0.30884325
peepeygithub,0.00%,0.30884325
pjuska01,0.00%,0.308674114
jayaworld2002,0.00%,0.308674114
lazyboy001,0.00%,0.308504977
teddycxr,0.00%,0.308504977
fik-jo3,0.00%,0.308504977
sorcery428,0.00%,0.308335841
blocky-eth,0.00%,0.308335841
climbingfog,0.00%,0.308166704
alahtarin,0.00%,0.308166704
andy-wang37,0.00%,0.307997568
dd0001,0.00%,0.307997568
liyueyu811,0.00%,0.307997568
mane42120,0.00%,0.307997568
cqcq001,0.00%,0.307997568
ddd789,0.00%,0.307828431
javkhaanj7,0.00%,0.307828431
lessl1001,0.00%,0.307828431
dangitcoin,0.00%,0.307828431
dimshuda,0.00%,0.307490158
vladislavmartychyan,0.00%,0.307490158
andrewgrant5,0.00%,0.307490158
omkarijagdish,0.00%,0.307321022
arjunwadhawan,0.00%,0.307321022
bearcliff,0.00%,0.307151885
bittube,0.00%,0.306982749
percivalzhang,0.00%,0.306982749
dingburpore,0.00%,0.306982749
muten85,0.00%,0.306813612
teddybear974,0.00%,0.306813612
eayoungs,0.00%,0.306813612
jamie-codes,0.00%,0.306644476
ktran245,0.00%,0.306644476
tunapress,0.00%,0.306644476
zhou293,0.00%,0.306475339
lizzielxr,0.00%,0.306137066
zomluc,0.00%,0.30596793
iamblueprint,0.00%,0.30596793
kappalala,0.00%,0.305798793
allaeduard,0.00%,0.305798793
alovelyscrat,0.00%,0.305629657
cryptoanalysis,0.00%,0.305629657
nickparsons77,0.00%,0.305629657
416852305,0.00%,0.305629657
drewcrop,0.00%,0.30546052
alexandercyl,0.00%,0.30546052
banguabdul,0.00%,0.305291384
changos-defi,0.00%,0.305291384
chenguang919,0.00%,0.305291384
danpuch,0.00%,0.305291384
f2283916660,0.00%,0.305291384
hkhfly,0.00%,0.305291384
hodlmehny,0.00%,0.305291384
liuyicn2018,0.00%,0.305291384
mikailzhang,0.00%,0.305291384
nftmagic,0.00%,0.305291384
plutonit,0.00%,0.305291384
ruyan-123,0.00%,0.305291384
satish147,0.00%,0.305291384
sisi2021,0.00%,0.305291384
tchey290,0.00%,0.305291384
valdotti555,0.00%,0.305291384
volltz,0.00%,0.305291384
wzluis,0.00%,0.305291384
xiaowan-0618,0.00%,0.305291384
xtasand,0.00%,0.305291384
yvvw,0.00%,0.305291384
yyyali,0.00%,0.305291384
prospercrypto,0.00%,0.305291384
sqwilso,0.00%,0.305122247
bairachnyi,0.00%,0.305122247
danieldecampeau,0.00%,0.304953111
f133ba,0.00%,0.304953111
gkarupa,0.00%,0.304953111
lixiawuyu,0.00%,0.304953111
michaelshapkin,0.00%,0.304953111
petenka99,0.00%,0.304953111
ron2288,0.00%,0.304953111
smartass111,0.00%,0.304953111
v13cyrax,0.00%,0.304953111
sliencedogood,0.00%,0.304953111
ezionsun,0.00%,0.304783974
gitcoin-lab,0.00%,0.304445701
ifan7,0.00%,0.304445701
lw071610,0.00%,0.304445701
mommynigabby,0.00%,0.304445701
notadao,0.00%,0.304445701
tangzs9099,0.00%,0.304445701
teamallen,0.00%,0.304445701
wft898888,0.00%,0.304445701
15873863274,0.00%,0.304445701
boboan121,0.00%,0.304107428
0xdef1d,0.00%,0.303938292
0xdef1e,0.00%,0.303769155
0xdef1f,0.00%,0.303769155
bwebercoin,0.00%,0.303769155
carolli1222,0.00%,0.303769155
deadrah,0.00%,0.303769155
inblock-io,0.00%,0.303769155
stillnotstill,0.00%,0.303769155
breadstickbilly,0.00%,0.303769155
pwww,0.00%,0.303600019
rajat4564,0.00%,0.303600019
atman69,0.00%,0.303600019
m1ckywill,0.00%,0.303430882
verachenxuan,0.00%,0.303430882
ashishgapat,0.00%,0.303430882
cud877006,0.00%,0.303261746
denebbeans,0.00%,0.303261746
dorianrust,0.00%,0.303261746
hellocaty3,0.00%,0.303261746
hellotron,0.00%,0.303261746
kalokalo44,0.00%,0.303261746
m-blockcoder,0.00%,0.303261746
project-shift,0.00%,0.303261746
serjo101,0.00%,0.303261746
tracyhesicecil,0.00%,0.303261746
makeychik12,0.00%,0.303261746
ash2410,0.00%,0.303092609
dreamhackchosenone,0.00%,0.302754336
ensdomains,0.00%,0.302754336
ivanlesovsk,0.00%,0.302754336
nanna66,0.00%,0.302754336
netwolfwww,0.00%,0.302754336
puzhengjie,0.00%,0.302754336
aromaticpoo,0.00%,0.302754336
dballentine,0.00%,0.3025852
einsteinlee,0.00%,0.3025852
isaap,0.00%,0.3025852
jack1986521,0.00%,0.3025852
kaundabits,0.00%,0.3025852
ediecheng001,0.00%,0.3025852
manhtuan85,0.00%,0.302416063
t6posh,0.00%,0.302416063
ivaniivanov,0.00%,0.302246927
melon-bread,0.00%,0.30207779
cholmis,0.00%,0.30207779
htong23,0.00%,0.301739517
illusion-py,0.00%,0.301739517
itsthecon,0.00%,0.301739517
jimm12,0.00%,0.301739517
jrsc1ty,0.00%,0.301739517
kazantip85,0.00%,0.301739517
myj4393,0.00%,0.301739517
nrbc,0.00%,0.301739517
nykas5,0.00%,0.301739517
paull-byte,0.00%,0.301739517
changtraidoc5,0.00%,0.301739517
kclongold,0.00%,0.301401244
sp364,0.00%,0.301401244
fundebussy,0.00%,0.301401244
shplhy,0.00%,0.301232108
shakedog,0.00%,0.301232108
yarad1006,0.00%,0.301062971
jack20210214,0.00%,0.301062971
0xdef1a,0.00%,0.300893835
0xdef1b,0.00%,0.300724698
crypto-ll,0.00%,0.300724698
ji55u,0.00%,0.300724698
rainbowgorg,0.00%,0.300724698
yearning-ape,0.00%,0.300724698
yonghengl,0.00%,0.300724698
ape-mario,0.00%,0.300555562
cryptoperchik,0.00%,0.300217289
ennycares,0.00%,0.300217289
liamcc99,0.00%,0.300217289
ogpoyraz,0.00%,0.300217289
rai-trades,0.00%,0.300217289
syuukawa,0.00%,0.300217289
woshiyanjun,0.00%,0.300217289
alex-welcomes,0.00%,0.300217289
dereek69,0.00%,0.300048152
lucky-ali,0.00%,0.300048152
mlazarm,0.00%,0.300048152
princessxchloe,0.00%,0.300048152
yoohoo786,0.00%,0.300048152
earthcocoa,0.00%,0.300048152
kakaman4382,0.00%,0.299879016
mattviator1,0.00%,0.299879016
abhayv1392,0.00%,0.299879016
bartcrpt,0.00%,0.299709879
chrisbagsrocks,0.00%,0.299709879
dirkyd,0.00%,0.299709879
donromero,0.00%,0.299709879
gabriel-wilkes,0.00%,0.299709879
gui2021,0.00%,0.299709879
hanzelnut,0.00%,0.299709879
haoranc,0.00%,0.299709879
marek188,0.00%,0.299709879
n0name-ll,0.00%,0.299709879
pandabadger,0.00%,0.299709879
patoeuge,0.00%,0.299709879
rammanbl44,0.00%,0.299709879
satoshi-kusumoto,0.00%,0.299709879
tanninman,0.00%,0.299709879
maxi1983,0.00%,0.299709879
paco0x,0.00%,0.299540743
sandrogomes94,0.00%,0.299540743
thedocx23,0.00%,0.299540743
vjiqbal,0.00%,0.299540743
aoyuela,0.00%,0.299540743
leozuniga,0.00%,0.299371606
diegoleal8802,0.00%,0.299371606
sunnielaiche,0.00%,0.299033333
pampidu,0.00%,0.298864197
tiover,0.00%,0.29869506
tysontwo,0.00%,0.29869506
btcurveth,0.00%,0.29869506
dengweiwei1993,0.00%,0.298525924
duffellp,0.00%,0.298525924
sopej,0.00%,0.298525924
ana-awl-wa7d,0.00%,0.298525924
baikal4,0.00%,0.298356787
dockrak,0.00%,0.298356787
fighter36159,0.00%,0.298356787
ogrenicem,0.00%,0.298356787
qddtdlko,0.00%,0.298356787
artlimber,0.00%,0.298356787
liangzhiiang,0.00%,0.298187651
jonyrosz,0.00%,0.297849378
mister000111,0.00%,0.297680241
rock-zero,0.00%,0.297680241
simonlapscher,0.00%,0.297680241
totalblack8901,0.00%,0.297680241
lhrkk99bb,0.00%,0.297680241
tiwing10,0.00%,0.297341968
themire,0.00%,0.297172832
geraldguan,0.00%,0.297003695
ming8586921,0.00%,0.296834559
1624946855,0.00%,0.296834559
bassgooch,0.00%,0.296665422
iainphd,0.00%,0.296665422
leafspirit,0.00%,0.296665422
lxx666,0.00%,0.296665422
jb-bar,0.00%,0.296665422
phu-insa-toulouse,0.00%,0.296496286
rajeev29five,0.00%,0.296496286
lililibb,0.00%,0.296496286
pe4enable,0.00%,0.296327149
kingwithsword,0.00%,0.296327149
ramuta,0.00%,0.296158013
savin469,0.00%,0.296158013
zykov555,0.00%,0.296158013
guido-sys,0.00%,0.296158013
nguyenlong2817,0.00%,0.29581974
praiseobasaju1,0.00%,0.29581974
freessr0,0.00%,0.29581974
18037175698,0.00%,0.295650603
daviddingshanghai,0.00%,0.295481467
jpeppardiii,0.00%,0.295143194
laykarfine,0.00%,0.295143194
omgbenido,0.00%,0.295143194
piebushrye,0.00%,0.295143194
wish0defi,0.00%,0.295143194
01lin10,0.00%,0.295143194
jamie-caseylife,0.00%,0.294974057
jmaynor9,0.00%,0.294974057
levyashin1,0.00%,0.294974057
nefed007,0.00%,0.294974057
simonchung091159,0.00%,0.294974057
wuxinwei240,0.00%,0.294974057
0xdef1c,0.00%,0.294974057
happyvincent17321,0.00%,0.294804921
b16011122,0.00%,0.294804921
fainshare,0.00%,0.294635784
fengfeng159,0.00%,0.294635784
gustuss,0.00%,0.294635784
jamocryp,0.00%,0.294635784
lzw1727195740,0.00%,0.294635784
praidiss2,0.00%,0.294635784
sfaering,0.00%,0.294635784
tanjiaoyun,0.00%,0.294635784
vamsikrishnasabbisetty,0.00%,0.294635784
badinsky,0.00%,0.294635784
embedovator,0.00%,0.294297511
kazakping,0.00%,0.294297511
monkeyplayfier,0.00%,0.294297511
xiamuf,0.00%,0.294297511
shengxiu132,0.00%,0.294128375
anan86,0.00%,0.293790102
rohanp,0.00%,0.293451829
scarlet-media,0.00%,0.293451829
sunshuaiwm,0.00%,0.293282692
jpgelas,0.00%,0.293282692
jscry,0.00%,0.292944419
likevespa,0.00%,0.292267873
cody-demartin,0.00%,0.292267873
karamilizi,0.00%,0.292098737
devdavdov,0.00%,0.291760464
ashakov,0.00%,0.291591327
cadreamsurf,0.00%,0.291422191
goto5k,0.00%,0.291422191
pamilarau,0.00%,0.291422191
bobbylidev,0.00%,0.291422191
kylejacob,0.00%,0.291253054
duyn55,0.00%,0.291253054
ethken,0.00%,0.290914781
mashbox77,0.00%,0.290914781
wx33868,0.00%,0.290914781
pablanopete,0.00%,0.290914781
whatiseverything,0.00%,0.290576508
coinbo,0.00%,0.290407372
miaomiao1717,0.00%,0.290238235
tnt0102,0.00%,0.290238235
woody168,0.00%,0.290238235
hukojla,0.00%,0.290238235
shirokug469g,0.00%,0.290069099
antoinepicard1,0.00%,0.290069099
teeshake9,0.00%,0.289899962
vany365,0.00%,0.289899962
bobo19960912,0.00%,0.289899962
penguinppp,0.00%,0.289730826
agbona,0.00%,0.289730826
angalee,0.00%,0.289392553
bdapv1,0.00%,0.289223416
centripetalfaucet,0.00%,0.289223416
chipchip4720,0.00%,0.289223416
colacola08,0.00%,0.289223416
congphong94,0.00%,0.289223416
cryptomooniac,0.00%,0.289223416
dieuvu01,0.00%,0.289223416
galaxy233,0.00%,0.289223416
gilbertginsberg,0.00%,0.289223416
henrydao001,0.00%,0.289223416
hyhforget,0.00%,0.289223416
jackylhh,0.00%,0.289223416
justinpham0210,0.00%,0.289223416
lechi5353,0.00%,0.289223416
luukhanh88,0.00%,0.289223416
maimusk,0.00%,0.289223416
ohaba333,0.00%,0.289223416
olddriver-m,0.00%,0.289223416
ravensightq8,0.00%,0.289223416
rpscullion,0.00%,0.289223416
sarahgreyhh2020,0.00%,0.289223416
shanti358,0.00%,0.289223416
silverhairz2509,0.00%,0.289223416
theshark12,0.00%,0.289223416
tien4720,0.00%,0.289223416
tiepenglee,0.00%,0.289223416
trantrungtin997,0.00%,0.289223416
vinmasw,0.00%,0.289223416
wq12321,0.00%,0.289223416
yangyi366,0.00%,0.289223416
fizvos,0.00%,0.289223416
liu778521,0.00%,0.28905428
rahibkhano,0.00%,0.288716007
ryutza,0.00%,0.288716007
siddheshih,0.00%,0.28854687
a747996286,0.00%,0.28854687
cuongtran2906,0.00%,0.288377734
nftnice,0.00%,0.288377734
robga3,0.00%,0.288377734
shachenxuan,0.00%,0.288377734
ameanlr,0.00%,0.288377734
arabic-keyboard,0.00%,0.288208597
nuke4u,0.00%,0.288208597
taiwotem,0.00%,0.288208597
willson12,0.00%,0.288208597
juanjose11,0.00%,0.288208597
frankleeste,0.00%,0.288039461
iicc1,0.00%,0.287532051
lenastarikova,0.00%,0.287532051
qu0b,0.00%,0.287532051
monosux,0.00%,0.287532051
sstmminer,0.00%,0.287362915
aturancetin,0.00%,0.286855505
legalnft,0.00%,0.286686369
li857712,0.00%,0.286517232
6tomato,0.00%,0.286348096
beneye,0.00%,0.286178959
paivarui,0.00%,0.286009822
wang43,0.00%,0.286009822
austinebizzy,0.00%,0.286009822
i3vale,0.00%,0.285840686
imjustmica,0.00%,0.285840686
ivecai,0.00%,0.285840686
kuailetu,0.00%,0.285840686
rubin315,0.00%,0.285840686
shepherd760,0.00%,0.285840686
thecoinrepublic,0.00%,0.285840686
vicmej91,0.00%,0.285840686
zengt988,0.00%,0.285840686
alexkinomi,0.00%,0.285840686
ethdevg,0.00%,0.285502413
liwei0111,0.00%,0.285502413
michaelsdl,0.00%,0.285333276
svetlana1greby,0.00%,0.285333276
kharvia,0.00%,0.285333276
muzi1983,0.00%,0.28516414
liyongqinglw,0.00%,0.28516414
mumimanz,0.00%,0.284995003
yusakman,0.00%,0.284995003
onlineclickbank,0.00%,0.284995003
momentmaker,0.00%,0.284825867
mikhaillmukhin,0.00%,0.28465673
poocart,0.00%,0.284487594
phdargen,0.00%,0.284487594
thereisaway123,0.00%,0.284149321
amazjing,0.00%,0.284149321
lawrencelink,0.00%,0.283980184
vikiola,0.00%,0.283980184
villageidiotduh,0.00%,0.283811048
gorender,0.00%,0.283811048
mrokkam,0.00%,0.283641911
37473776,0.00%,0.283472775
southcarolina803,0.00%,0.283303638
xiezhaoye,0.00%,0.283303638
jhonnatan921,0.00%,0.283134502
mohamed512147,0.00%,0.282796229
anmolgaur45,0.00%,0.282796229
uniquehuman,0.00%,0.282627092
jagz123,0.00%,0.282627092
zzikowang,0.00%,0.282288819
itirabasso,0.00%,0.282119683
olanod,0.00%,0.281950546
lw259,0.00%,0.281950546
mattitudeness,0.00%,0.28178141
fedsan669,0.00%,0.28178141
ladybitecoin,0.00%,0.281612273
madiba4,0.00%,0.281612273
danila195,0.00%,0.281612273
felipe19339,0.00%,0.281443137
flyinalex,0.00%,0.281443137
hanzyex,0.00%,0.281443137
hqtwenty0ne,0.00%,0.281443137
madiba2,0.00%,0.281443137
madiba3,0.00%,0.281443137
plaudits,0.00%,0.281443137
sigma67,0.00%,0.281443137
velmonone,0.00%,0.281443137
13567202765,0.00%,0.281443137
acnice6,0.00%,0.281274
arthurtribuzi,0.00%,0.281274
mrlater888,0.00%,0.281274
neark1ng,0.00%,0.281274
pairofaces-crypto,0.00%,0.281274
semuseoro,0.00%,0.281274
tqw0001,0.00%,0.281274
basmaztea,0.00%,0.281274
mlibre,0.00%,0.281104864
mateiacsinte,0.00%,0.280766591
myonewoojin,0.00%,0.280597454
sixinbulao,0.00%,0.280428318
sjjennylee,0.00%,0.280428318
stuphs08,0.00%,0.280428318
laurennignon,0.00%,0.280259181
killsmini,0.00%,0.279920908
baagamesnz,0.00%,0.279751772
btcharlatan,0.00%,0.279582635
alfonzuelo,0.00%,0.279413499
kmu36323,0.00%,0.279075226
stmans,0.00%,0.279075226
wanghongchao123,0.00%,0.279075226
joasiee,0.00%,0.279075226
nesbee,0.00%,0.278906089
o-niran,0.00%,0.278906089
ufomoney,0.00%,0.278906089
warvam,0.00%,0.278736953
cryptobeliever2021,0.00%,0.278736953
huybt36,0.00%,0.278567816
mat7ias,0.00%,0.278567816
lesrendre,0.00%,0.278567816
wd8438,0.00%,0.27839868
fredlacs,0.00%,0.27839868
xmmms,0.00%,0.278229543
mixbymatt,0.00%,0.278229543
jamal-malomalo,0.00%,0.278060407
sraghavi95,0.00%,0.27789127
fanjingycm,0.00%,0.277722134
huhaiqian888,0.00%,0.277552997
nuamarjani,0.00%,0.277552997
rogerpueyo,0.00%,0.277552997
anisofi,0.00%,0.277552997
denni03,0.00%,0.277383861
edfnix,0.00%,0.277383861
jeremypop,0.00%,0.277383861
jumbojak,0.00%,0.277383861
lubaka2020,0.00%,0.277383861
nathan-radar,0.00%,0.277383861
bunhyungtan,0.00%,0.277383861
choirnina,0.00%,0.277214724
ino28756,0.00%,0.277214724
jinpachi23,0.00%,0.277214724
juhoonoh61,0.00%,0.277214724
nooonman231,0.00%,0.277214724
rjxjdheb22,0.00%,0.277214724
rui55555,0.00%,0.277214724
sgeek9869,0.00%,0.277214724
anomit,0.00%,0.277214724
damianrudzinski,0.00%,0.277045588
marcos7273,0.00%,0.277045588
maro61763,0.00%,0.276707315
andybuks,0.00%,0.276538178
hwz888,0.00%,0.276199905
maruko0702,0.00%,0.276199905
rootslashbin,0.00%,0.276030769
globallager,0.00%,0.276030769
snape3311,0.00%,0.275692496
